"MOD_CAP","TRAIN","FULL_CAP"
"last straight fab available purchase contact us via dm",0,"Last straight fab by @mothership_glass available for purchase. Contact us via DM. #mothershipglass  #heady #headyart #headylife #headyglass #headyglassforsale #headyglassart #glass #glassart #glassof52 #glassofig #glassporn #oprahsbookclub #thousanddollarsmoke #bestofglass #710society #high_larry_us #fueledbythc #ffourtwenty #glassofig #functionalglassart #ballersonly"
"sale hit dm interested",0,"FOR SALE! Hit the DM if interested #mothershipgang #mothershipcrew #mothershipforsale #mothershipglass #mothershipglassforsale #mothershipmonday #binarybanger #binarycap #headyglass #headyglassforsale #bubblecaps #bubblecap #bubblecapforsale #glassart #heady #dab #dabs #dabsrus #thousanddollarglass #stoner #hightimes #710society #710 #mothershipmafia #headyart #headyforsale #headyglassart #glassporn #glassofig"
"dab hash rosin klein used song lycoris",0,"Dab of some hash rosin on my @kenta_kito klein I used to own🍯 @jong_glass Song is “lycoris” by @kilamdapro 💽 #function #meltshot #headyglass #kentakito #klein #pnwstoners #highlyeducatedti #gavel #jongglass #bubblecap #pdxdabbers #moodmats #happycabbagefarms #hashrosin #terps #solventless #lowtemp #oprahsbookclub #710community #tillthenextlife"
"scientific glass water pipegood functiondm price click bio buy",0,"Scientific glass water pipe.good function.DM for price or click bio to buy.
.
.
.
.
.
.
.
 #glassart #glasswaterpipe #710 #420 #hbking #hbkingglass #headyart #bong #glassporn #weed #highlife #glassofig #glasswork #glassware #oilrig #recycler #bubbler #smokeshop #wholesale #cbdsyrup #headrush #headshop #smokeshopwholesale #headshoplife #headshopofig #scientificglass #uvglass #bongforsale #glassforsale"
"second one design",0,"The second one of this design. 
#glassofig #glassblowing #pipes #coloradoglass #10mmmafia #420 #rig #glass #nofilter #headyglass #glass4sale #glassforsale #oprahsbookclub #operationemptytheshelves #heady #headyglassforsale #headyart #smokeweedeveryday #weshouldsmoke #purple #eastcoastdabbers #errl #smokeshop #blessed #dailydabbers #dabs #dabsagram #dab #functionalglassart #dabsrus"
"triple bubble cap stack like better blue slyme uv circus stay tuned final results dm bubble caps",0,"Which TRIPLE BUBBLE CAP stack do you like better?
Blue slyme or UV Circus?
.
Stay tuned for the final results....
DM for Bubble Caps 🔥🐵❤️"
"900mg cbd tincture thing helps sleep whole night helps nerve pain well quote directly one many satisfied customers practically gushing much cbd done recommends everyone cbd convert come today browse highest quality available",0,"""This 900mg CBD tincture is the only thing that helps me sleep through the whole night, and it helps with my nerve pain as well!"" - a quote directly from one of our many satisfied customers. She was practically gushing about how much CBD has done for her, and how she recommends it to everyone now. Are you a CBD convert?? Come in today to browse the highest quality available!
_____________________________________ 
#mjhog #mjhog420 #maryjanesgotglass #420 #redefineheadshop #Maryjanes #maryjaneshouseofglass #dissolvethestigma #CBD #glassofig #olympiawa #glasspipe #thousandollarsmoke #athlete #dailydabbers #funtionalglassart #headyglass #cbdsaves #cannabinoid #tumwater #urbanelixirs #oprahswookclub #heady #boroofig #bubblecap #dabstagram #mjhog710 #900mg #pipemaker #health"
"got carb cap blowtube happy colors one cap broke still pouting ha",0,"Got this carb cap off the blowtube, but not as happy with the colors on this one. The cap that broke still has me pouting. Ha! All @momkasglass .

#icarbcap #carbcap #bubblecap #pendantsofig #pendant #carbcapforsale #bubblecapforsale #thermalcap #carbcaps #bubblecaps #carbcapsofig #bubblecapsofig #carbcapsforsale #bubblecapsforsale #glassforsale #boroforsale #heady #headyglass #glassblowing #glassart #instaglass #timeonthetorch #eye #pendants #giveaway #headyaf #boroofig"
"sketch no5 definitely started getting crazier one stepped outside comfort zone piece done several months ago",0,"Sketch No.5 
Definitely started getting crazier with this one and stepped outside of my comfort zone more.
This piece was done several months ago.

#art #originalart #pencildrawing #pencilart #coloredpencil #spiral #spiralart #trippy #trippyart #drawings #originaldrawing #geometricart #shapes #headyart #artjourney #haveyouartedtoday #nofilter #triangles #triangleart #illuminaticonfirmed"
"crushed opal slime pipe available",0,"This crushed opal and slime @jameslangglass pipe is available👌📩 #headyglass #glassofig #glassforsale #heady #bestofglass #glassart #thousanddollarsmoke #cannabiscommunity #society #glass #oprahsbookclub #glassporn #headyglassforsale #dabbersdaily #dabs #boro #highlife #highsociety #cannabis #headyart #smokeshop #functionalglassart #weshouldsmoke #terps #weed #wedontsmokethesame #headshop #headyforsale #bong #glassforsale"
"little bit team",0,"Just a little bit of what our team does. #gemcityglass #ohioboro #boroforsale #oprahsbookclub #glassofig #fume #sherlock #spoons #bubblecap #dabber #onestopshop"
"hey wanting remind guys tube page right meow auction ending tomorrow 9am pst time rather check lol thank",1,"Hey y’all! Just wanting to remind you guys that this tube is up on my page right meow for auction. It’s ending tomorrow at 9am pst. So there is some time but wouldn’t you rather just check it out now? Lol Thank you!
#sailorsilica #sailormoon #sailormoonglass #cannabiscommunity #glassofig #headyart #glassforauction #glassauction #boroforsale #glassforsale"
"made adorable thumbprint tubes really small cute come take look boca location keit",0,"@eboxglassart made these adorable thumbprint tubes. They’re really small and cute! Come take a look at our boca location. #glass #glassart #headyglass #headyart #glassartist #itsnotwhatyousmokeitshowyousmokeit #grateful #gratefuljs #gratefuljsboca #cheyenneiguess🔮"
"purps greens always favorite owner",0,"Purps & Greens Always a Favorite!🏰🔌 🔌
🔌
🔌🏰Owner: @moneymike7160 #ezlife 🔌
#headyglass #art #california #cannabis #420 #710 #dabs #dab #hightimes #weshouldsmoke #smokeshop #sauce #shatter #rosin #bubblecaps #bubblecap #carbcap #marijuana #bubblecapdonuts #dabstars #headies #smokeshopowners #headshop #concentrates #terpenes #banger #dabbing #dabcastle #thedabcastle"
"dragons artist",0,"Dragons by artist @gusglass #glass #rig #waterpipe #glasscollector #bong #spoon #banger #pipes #chillum #recycler #sidecar #bubblecap #steamroller #nectarcollector #spubler #watson #oilrig #sherlock #nail #dabber #batteries #dabswords #minis #perculator #slides #insideout #fumed #colors #happycrab"
"one day till weekend better stock favorite rosins gmo sooooo tasty glass quartz cap music rosin dabber x",0,"One more day till the weekend!!!! Better stock up on your favorite rosins!!! @greenlight_productions GMO is sooooo tasty!!! •
•
Glass: @crunklestein 
Quartz: @mayoralquartz 
Cap: @cpbglass 
Music: @macmiller 
Rosin: @greenlight_productions
Dabber: @710tools x @sleevie_wonder_torches"
"dabbin wizard collaboration shopmate glass",0,"The Dabbin' Wizard collaboration with my shopmate @zerkglass

#heady # glass #bubblecap #dabber #wizard #collaboration #drewskiglass #zerkglass #ontarioglass #ottawaglass #613 #functional #glasssculpture #bestofglass #bubblecaps #drewski #zerk #fillacello #linework #sculpted #ottawaglassblowing #glasswizard #drewskiskiski #opal #collab"
"heres first collab good friend put many facets could fit fully faceted nipple fit 25mm flat top bangers hit pictures videos",0,"Here's the first collab with my good friend @jolexglass I put as many facets as I could fit. Fully faceted nipple and all. It will fit 25mm flat top bangers... hit me up for more pictures or videos.

#bubblecap #carbcap #space #galaxy  #stars #planets #jolexglass #jolex #collab"
"thanks hooking amazing workstation wish tool makers could produce quality tools like great job keep great work",0,"Thanks too @abrimagery for hooking me up with this amazing workstation from @tagliatool 
I wish all tool makers could produce quality tools like this.
Great job @tagliatool keep up the great work 🔥💯💯💯💯💯💯🔥"
"ction 14mm starting bid 30 1 increments ends tonight 6pm pst 61919 5 minute snipe rule dm questions winner pays 5 shipping us 15 international winner must paypal venmo ready also take cash app winner must contact within 24hrs pay item reauctioned must 1821 years older bid please tag person outbid thanks happy bidding",1,"**CTION! For a #goldandsilverfumed and #pomagranate 14mm #screenbowl ! Starting bid is $30 with $1 OR more increments.  Ends tonight at 6pm PST 6/19/19 with a 5 minute snipe rule! Dm for questions.  Winner pays $5 shipping us and $15 for international.  Winner MUST BE PayPal OR venmo ready OR I also take the cash app now 😀. Winner MUST CONTACT WITHIN 24HRS and PAY OR ITEM will BE REAUCTIONED.  MUST BE 18/21 years OR OLDER to bid.  PLEASE TAG THE PERSON YOU OUTBID THANKS AND HAPPY BIDDING 😀
#glassforsale#weedsociety#weedtools#glasspipe#highsociety#dabsociety#headyglass#dailydabbers#oprahsbookclub#bestofglass#glassauction#glassauctions"
"offering 623 ok folks today going offer ashcatcher og tube company wicked sands defunct killing time mini ashcatcher made 2009 piece sporting linework bottom 10arm luke wilson tree 14mm joints comes stock linework 14mm slide piece would work best 45 jointed tubes new unused good luck auction taking place instagram going lot like others auction opens 70 bids least 10 auction ends monday june 24th 6pmish pst five minute snipe rule bin reserve opening price reserve right refuse sale due shipping destination 20 flat rate shipping us includes priority ship full insurance restricted signature get glass without fail flakes get blocked give try need event winner flakes purchase contact bidder came second please keep mind bidding turn notifications please mention notifications pretty much every week every week someone misses end auction guy blowing older inventory weve got couple pieces hand isnt perhaps stay tuned next one ig updates app regular basis stay updated turn notifications miss close hear things time see auction easy guy item sale new bidding ends say flakes get blocked please payment ready close auction",1,"Offering for 6-23:

Ok folks, today we are going to offer up this ashcatcher from an OG tube company, Wicked Sands. They are now defunct, but they were killing it at about the time this mini ashcatcher was made in 2009. This piece is sporting some linework in the bottom of the can, a 10-arm Luke Wilson tree, 14mm joints and comes with a stock linework 14mm slide. This piece would work best with 45° jointed tubes. New and unused, good luck!

This auction is taking place on Instagram ONLY and is going a lot like the others: 🔹Auction opens at $70
🔹Bids of at least $10
🔹Auction ends MONDAY JUNE 24th at 6pm-ish PST
🔹Five minute snipe rule
🔹No BIN, the reserve is the opening price
🔹We reserve the right to refuse the sale due to the shipping destination
🔹$20 flat rate shipping in the US, includes priority ship with full insurance and restricted signature, so you get your glass without fail.
🔹Flakes get blocked - give it a try if you need to
🔴 In the event that winner flakes on purchase we will contact bidder that came in second, so please keep that in mind when bidding.
🔹Turn on notifications, please!!!
We mention the notifications pretty much every week, and every week someone misses the end of the auction; don’t be that guy. We’re blowing out some older inventory and we've got a couple more of these pieces on hand, so if this isn't for you perhaps stay tuned for the next one. #wickedsandsglass #wickedsandsglassforsale #glassart #glassauction #glassforsale #glassofig #glassporn #glasshead #glasslife #wigwagfam #ogglassvault #bitfreakglass #bitfreakglasstoo #trumpisarussianstooge 👍 ⚠️ IG updates their app on a regular basis so stay updated and turn notifications on so you don’t miss the close. We hear about these things all the time, “I didn’t see the auction.” It’s easy to not be that guy. ⚠️ The item for sale is NEW. Bidding ends when we say it does. Flakes get blocked SO PLEASE HAVE PAYMENT READY AT CLOSE OF AUCTION"
"first slide numbered series 18mm 4 hole slide features sunset slyme cobalt 4 proton pink gorgeous opal available af hit dm regular slides range 40 60 wanted make fancier version lol still production slide available wholesale retail price 4 hole 120 single hole 100",0,"This is the first slide in my numbered series #paythepiperseries #0 This 18mm 4 hole slide features Sunset slyme, Cobalt 4, proton pink, and a gorgeous @dopalsopals opal.  Available AF hit the dm. 
My regular slides range from $40 to $60, I wanted to make a fancier version lol  this is still a production slide and is available for wholesale, retail price on 4 hole is $120, single hole is $100 #paythepiperseries #paythepiperslide #cloudsovercanada #bowlslide #bowlslides #4holeslide #fire #uv #funwithfire #bubblecap #banger #glass #glassofig #rigsofig #custom #minitube #glassforsale #boro #boroforsale #glassart #carbcap #bangerhanger #qtiptech #thousanddollarsmoke #glassdabber #paythepiper #piedpiperglass #therealpiedpiper"
"25mm bubble caps sale colors dragons blood wild honeysold wholesale available",0,"🌟 25mm Bubble Caps For Sale 🌟
Colors:
▪Dragons Blood
▪Wild Honey(sold)

Wholesale available

#dragonsblood #25mmbubblecap #wholesale #wholesaleglass #Carbcap #bubblecap #scoopdabber #glassdabber #cflglassforsale  #scooptipdabbers #smokeshop #flattopbanger #headydabber #glassscoop #quartzbanger #floridaglass #glassblowing #glass_of_ig #glassforsale #904glass #headyglassforsale #borosilicate #wigwag #americanmadeglass #likeforlike"
"garlic bread stuffed garlic bread cheese garlic bread garlic bread anyways best side appetizer maximus mall dharamshala waah naah perfectly grilled sliced crunchiest base n cheasiest top perfect herbs waah rate 5 boob",0,"Garlic bread? Stuffed garlic bread? Or cheese garlic bread? Garlic bread anyways is the best side appetizer. 😍
----------------------------------------------------------------------------
(WHERE 📍) Maximus mall, dharamshala
----------------------------------------------------------------------------
(WAAH😍/NAAH😐) perfectly grilled and sliced. Crunchiest base n cheasiest top with perfect herbs. Waah😍
----------------------------------------------------------------------------
(RATE ⭐/5) ⭐⭐⭐⭐
----------------------------------------------------------------------------
#garlicbread #foodporn #foodie #pasta #cheese #food #instafood #garlic #yummy #pizza #foodblogger #bread #foodlover #foodphotography #dinner #italianfood #foodstagram #delicious #cheesy #foodgasm #carb #bestofglass #headyglass #carbcap #sandwich #bubblecap #cap #boobytrapspeltbackwardsispartyboob #heady #bhfyp"
